author1,title1,joined,centend,centstart,language,number,author0,title0
abydenus,fragments,abydenus:fragments,2,2,Greek,22,,
accius,poeta,accius:poeta,-1,-2,Latin,24,,
accius,praetextae,accius:praetextae,-1,-2,Latin,25,,
accius,tragoediae,accius:tragoediae,-1,-2,Latin,26,,
achaeus,fragments,achaeus:fragments,-5,-5,Greek,30,,
achilles tatius,on the sphere,achilles tatius:on the sphere,2,1,Greek,31,,
achilles tatius,the adventures of leucippe and cleitophon,achilles tatius:the adventures of leucippe and cleitophon,2,2,Greek,32,,
acusilaus,fragments,acusilaus:fragments,-6,-7,Greek,37,,
adamantius,dialogue of adamantius,adamantius:dialogue of adamantius,,,Greek,40,,
adamantius,physiognomica,adamantius:physiognomica,5,5,Greek,41,,
adamnan,de locis santis,adamnan:de locis santis,8,7,Latin,42,,
adrian,isagoge,adrian:isagoge,5,5,Greek,46,,
aelian,nature of animals,aelian:nature of animals,3,2,Greek,50,,
aelian,letters,aelian:letters,3,2,Greek,51,,
aelian,fragments,aelian:fragments,3,2,Greek,52,,
aelian,varia historia,aelian:varia historia,3,2,Greek,53,,
aelianus tacticus,the tactics,aelianus tacticus:the tactics,2,1,Greek,54,,
aelius aristides,in the aegean sea,aelius aristides:in the aegean sea,2,2,Greek,56,,
aelius aristides,on the contrary,aelius aristides:on the contrary,2,2,Greek,57,,
aelius aristides,regarding zeus,aelius aristides:regarding zeus,2,2,Greek,58,,
aelius aristides,hymn to serapis,aelius aristides:hymn to serapis,2,2,Greek,59,,
aelius aristides,on the tomb of alexander,aelius aristides:on the tomb of alexander,2,2,Greek,62,,
aelius aristides,to plato: in defense of the four,aelius aristides:to plato: in defense of the four,2,2,Greek,69,,
aelius aristides,to plato: in defense of oratory,aelius aristides:to plato: in defense of oratory,2,2,Greek,70,,
aelius aristides,against leptines,aelius aristides:against leptines,2,2,Greek,73,,
aelius aristides,a praise of athena,aelius aristides:a praise of athena,2,2,Greek,75,,
aelius aristides,ecnomium of rome,aelius aristides:ecnomium of rome,2,2,Greek,83,,
aelius aristides,heracles,aelius aristides:heracles,2,2,Greek,85,,
aelius aristides,monodies on smyrna,aelius aristides:monodies on smyrna,2,2,Greek,86,,
aelius aristides,dionysus,aelius aristides:dionysus,2,2,Greek,88,,
aelius aristides,the isthmian oration: regarding poseidon,aelius aristides:the isthmian oration: regarding poseidon,2,2,Greek,89,,
aelius aristides,the fifth leuctran oration: in defense of aiding niether side,aelius aristides:the fifth leuctran oration: in defense of aiding niether side,2,2,Greek,98,,
aelius aristides,to asclepius,aelius aristides:to asclepius,2,2,Greek,103,,
aelius aristides,panathenaic oration,aelius aristides:panathenaic oration,2,2,Greek,106,,
aelius aristides,  (aristid. or. 22),aelius aristides:  (aristid. or. 22),2,2,Greek,108,,
aelius aristides,on rhetoric,aelius aristides:on rhetoric,2,2,Greek,110,,
aelius aristides,orations,aelius aristides:orations,2,2,Greek,111,,
aemilianus,epigrams,aemilianus:epigrams,1,1,Greek,122,,
aenas of gaza,letters,aenas of gaza:letters,5,5,Greek,124,,
aenas of gaza,theophrastus sive de animarum immortalitate et corporum resurrectione dialogus,aenas of gaza:theophrastus sive de animarum immortalitate et corporum resurrectione dialogus,5,5,Greek,125,,
aenas tacticus,siegecraft,aenas tacticus:siegecraft,-4,-4,Greek,126,,
aeschines,false embassy,aeschines:false embassy,-4,-4,Greek,129,,
aeschines,letters,aeschines:letters,-4,-4,Greek,131,,
aeschines,against ctesiphon,aeschines:against ctesiphon,-4,-4,Greek,132,,
aeschines,against timarchus,aeschines:against timarchus,-4,-4,Greek,133,,
aeschines socraticus,fragments,aeschines socraticus:fragments,-4,-5,Greek,134,,
aeschines socraticus,fragments,aeschines socraticus:fragments,-4,-5,Greek,135,,
aeschylus,agamemnon,aeschylus:agamemnon,-5,-6,Greek,138,,
aeschylus,libation-bearers,aeschylus:libation-bearers,-5,-6,Greek,139,,
aeschylus,eumenides,aeschylus:eumenides,-5,-6,Greek,140,,
aeschylus,fragments,aeschylus:fragments,-5,-6,Greek,141,,
aeschylus,fragments,aeschylus:fragments,-5,-6,Greek,142,,
aeschylus,fragments,aeschylus:fragments,-5,-6,Greek,143,,
aeschylus,persians,aeschylus:persians,-5,-6,Greek,144,,
aeschylus,prometheus bound,aeschylus:prometheus bound,-5,-6,Greek,145,,
aeschylus,seven against thebes,aeschylus:seven against thebes,-5,-6,Greek,146,,
aeschylus,suppliant women,aeschylus:suppliant women,-5,-6,Greek,147,,
aeschylus of alexandria,fragments,aeschylus of alexandria:fragments,-2,-3,Greek,148,,
aesop,fables,aesop:fables,-6,-7,Greek,151,,
aesop,proverbia,aesop:proverbia,-6,-7,Greek,163,,
aesop,sayings,aesop:sayings,-6,-7,Greek,164,,
agaclytus,fragments,agaclytus:fragments,1,-1,Greek,181,,
agatharchides,on the erythraean sea,agatharchides:on the erythraean sea,-1,-2,Greek,187,,
agatharchides,fragments,agatharchides:fragments,-1,-2,Greek,188,,
agatharchides,fragments,agatharchides:fragments,-1,-2,Greek,189,,
agathemerus,geographiae informatio,agathemerus:geographiae informatio,3,2,Greek,190,,
agathias,epigrams,agathias:epigrams,6,6,Greek,191,,
agathias,historiae,agathias:historiae,6,6,Greek,192,,
agennius,de controversis agrorum,agennius:de controversis agrorum,5,4,Latin,201,,
agesilaus,fragments,agesilaus:fragments,Unknown,Unknown,Greek,204,,
aglaosthenes,fragments,aglaosthenes:fragments,-4,-5,Greek,207,,
albinus,introduction to plato,albinus:introduction to plato,2,2,Greek,220,,
alcaeus,epigrams,alcaeus:epigrams,-2,-3,Greek,223,,
alcaeus,fragments,alcaeus:fragments,-6,-7,Greek,224,,
alcaeus,fragments,alcaeus:fragments,-6,-7,Greek,225,,
alcaeus comicus,fragments,alcaeus comicus:fragments,-4,-5,Greek,226,,
alcaeus comicus,fragments,alcaeus comicus:fragments,-4,-5,Greek,227,,
alcibiades,fragments,alcibiades:fragments,-5,-5,Greek,228,,
alcidamas,fragments,alcidamas:fragments,-4,-5,Greek,229,,
alcidamas,on the sophists,alcidamas:on the sophists,-4,-5,Greek,230,,
alcimus,fragments,alcimus:fragments,-4,-4,Greek,233,,
alcinous,handbook of platonism,alcinous:handbook of platonism,2,2,Greek,234,,
alciphron,letters,alciphron:letters,3,2,Greek,235,,
alcmaeon,testimonia,alcmaeon:testimonia,-5,-5,Greek,236,,
alcman,poems,alcman:poems,-6,-7,Greek,237,,
aldhelm,letters,aldhelm:letters,8,7,Latin,249,,
alexander aetolus,fragments,alexander aetolus:fragments,-3,-3,Greek,252,,
alexander numenii,on figures,alexander numenii:on figures,2,2,Greek,254,,
alexander numenii,rhetoric,alexander numenii:rhetoric,2,2,Greek,255,,
alexander of aphrodisias,on the soul,alexander of aphrodisias:on the soul,3,2,Greek,256,,
alexander of aphrodisias,supplement to on the soul (mantissa),alexander of aphrodisias:supplement to on the soul (mantissa),3,2,Greek,257,,
alexander of aphrodisias,on fate,alexander of aphrodisias:on fate,3,2,Greek,258,,
alexander of aphrodisias,on mixture,alexander of aphrodisias:on mixture,3,2,Greek,260,,
alexander of aphrodisias,commentary on aristotle's prior analytics i,alexander of aphrodisias:commentary on aristotle's prior analytics i,3,2,Greek,262,,
alexander of aphrodisias,commentaries on metaphysics,alexander of aphrodisias:commentaries on metaphysics,3,2,Greek,263,,
alexander of aphrodisias,commentaries on aristotle's meteorologica,alexander of aphrodisias:commentaries on aristotle's meteorologica,3,2,Greek,264,,
alexander of aphrodisias,commentaries on eight books of aristotle's topics,alexander of aphrodisias:commentaries on eight books of aristotle's topics,3,2,Greek,266,,
alexander of aphrodisias,commentary on de sensu,alexander of aphrodisias:commentary on de sensu,3,2,Greek,267,,
alexander of aphrodisias,ethical problems,alexander of aphrodisias:ethical problems,3,2,Greek,268,,
alexander of aphrodisias,problems,alexander of aphrodisias:problems,3,2,Greek,269,,
alexander of aphrodisias,problems,alexander of aphrodisias:problems,3,2,Greek,270,,
alexander of aphrodisias,problems and solutions,alexander of aphrodisias:problems and solutions,3,2,Greek,271,,
alexander of aphrodisias,in ar. gen. et corr.,alexander of aphrodisias:in ar. gen. et corr.,3,2,Greek,272,,
alexander of lycopolis,tractatus de placitis manichaeorum,alexander of lycopolis:tractatus de placitis manichaeorum,4,3,Greek,274,,
alexander of tralles,therapeutica,alexander of tralles:therapeutica,7,6,Greek,279,,
alexander polyhistor,fragments,alexander polyhistor:fragments,-1,-2,Greek,280,,
alexis,fragments,alexis:fragments,-3,-4,Greek,286,,
alexis,fragments,alexis:fragments,-2,-3,Greek,287,,
ambrose,apologia altera prophetae david,ambrose:apologia altera prophetae david,4,4,Latin,298,,
ambrose,apologia prophetae david,ambrose:apologia prophetae david,4,4,Latin,299,,
ambrose,commentary on the song of songs,ambrose:commentary on the song of songs,4,4,Latin,301,,
ambrose,on abraham,ambrose:on abraham,4,4,Latin,302,,
ambrose,the patriarchs,ambrose:the patriarchs,4,4,Latin,303,,
ambrose,death as a good,ambrose:death as a good,4,4,Latin,304,,
ambrose,on cain and abel,ambrose:on cain and abel,4,4,Latin,305,,
ambrose,on elijah and the fast,ambrose:on elijah and the fast,4,4,Latin,309,,
ambrose,de excesu fratris suis satyri libri duo,ambrose:de excesu fratris suis satyri libri duo,4,4,Latin,310,,
ambrose,de exhortatione virginitatis liber unus,ambrose:de exhortatione virginitatis liber unus,4,4,Latin,312,,
ambrose,"on faith, to gratian augustus","ambrose:on faith, to gratian augustus",4,4,Latin,313,,
ambrose,on orthodox faith,ambrose:on orthodox faith,4,4,Latin,314,,
ambrose,flight from the world,ambrose:flight from the world,4,4,Latin,315,,
ambrose,the sacrament of the incarnation of the lord,ambrose:the sacrament of the incarnation of the lord,4,4,Latin,316,,
ambrose,de institutione virginis,ambrose:de institutione virginis,4,4,Latin,317,,
ambrose,the prayer of job and david,ambrose:the prayer of job and david,4,4,Latin,318,,
ambrose,"isaac, or the soul","ambrose:isaac, or the soul",4,4,Latin,319,,
ambrose,jacob and the happy life,ambrose:jacob and the happy life,4,4,Latin,320,,
ambrose,on joseph,ambrose:on joseph,4,4,Latin,321,,
ambrose,on the mysteries,ambrose:on the mysteries,4,4,Latin,324,,
ambrose,on nabot,ambrose:on nabot,4,4,Latin,325,,
ambrose,on noah and the ark,ambrose:on noah and the ark,4,4,Latin,326,,
ambrose,de obitu theodosii oratio,ambrose:de obitu theodosii oratio,4,4,Latin,327,,
ambrose,de obitu valentiniani consolatio,ambrose:de obitu valentiniani consolatio,4,4,Latin,328,,
ambrose,on duties,ambrose:on duties,4,4,Latin,329,,
ambrose,on paradise,ambrose:on paradise,4,4,Latin,330,,
ambrose,de poenitentia,ambrose:de poenitentia,4,4,Latin,331,,
ambrose,on the sacraments,ambrose:on the sacraments,4,4,Latin,332,,
ambrose,on the holy spirit,ambrose:on the holy spirit,4,4,Latin,333,,
ambrose,on the trinity,ambrose:on the trinity,4,4,Latin,335,,
ambrose,de viduis,ambrose:de viduis,4,4,Latin,336,,
ambrose,de virginibus,ambrose:de virginibus,4,4,Latin,337,,
ambrose,on virginity,ambrose:on virginity,4,4,Latin,338,,
ambrose,enarrationes in xii paslmos,ambrose:enarrationes in xii paslmos,4,4,Latin,341,,
ambrose,letters,ambrose:letters,4,4,Latin,342,,
ambrose,letters,ambrose:letters,4,4,Latin,343,,
ambrose,letters,ambrose:letters,4,4,Latin,344,,
ambrose,letters,ambrose:letters,4,4,Latin,345,,
ambrose,letters,ambrose:letters,4,4,Latin,346,,
ambrose,commentary on the symbol,ambrose:commentary on the symbol,4,4,Latin,348,,
ambrose,homilies on luke,ambrose:homilies on luke,4,4,Latin,349,,
ambrose,expositio psalmi cxviii,ambrose:expositio psalmi cxviii,4,4,Latin,351,,
ambrose,hexameron,ambrose:hexameron,4,4,Latin,352,,
ambrose,hymns,ambrose:hymns,4,4,Latin,354,,
ambrose,commentary on colossians,ambrose:commentary on colossians,4,4,Latin,357,,
ambrose,commentary on ephesians,ambrose:commentary on ephesians,4,4,Latin,360,,
ambrose,commentary on romans,ambrose:commentary on romans,4,4,Latin,364,,
ambrose,commentary on 2 thessalonians,ambrose:commentary on 2 thessalonians,4,4,Latin,366,,
ambrose,commentary on 1 timothy,ambrose:commentary on 1 timothy,4,4,Latin,367,,
ambrose,commentary on 2 timothy,ambrose:commentary on 2 timothy,4,4,Latin,368,,
ambrose,commentary on titus,ambrose:commentary on titus,4,4,Latin,369,,
ambrosiaster,commentarius in epistulas paulinas,ambrosiaster:commentarius in epistulas paulinas,4,4,Latin,376,,
ambrosiaster,quaestiones veteris et novi testamenti,ambrosiaster:quaestiones veteris et novi testamenti,4,4,Latin,377,,
amipsias,fragments,amipsias:fragments,-4,-5,Greek,380,,
ammianus epigrammaticus,epigrams,ammianus epigrammaticus:epigrams,2,1,Greek,382,,
ammianus marcellinus,history,ammianus marcellinus:history,4,4,Latin,383,,
ammonius grammaticus,de adfinium vocabulorum differentis,ammonius grammaticus:de adfinium vocabulorum differentis,2,1,Greek,388,,
ammonius hermiae,in aristotelis analyticorum priorum librum i commentarium,ammonius hermiae:in aristotelis analyticorum priorum librum i commentarium,6,5,Greek,389,,
ammonius hermiae,in aristotelis categorias commentarius,ammonius hermiae:in aristotelis categorias commentarius,6,5,Greek,390,,
ammonius hermiae,in aristotelis de interpretatione commentarius,ammonius hermiae:in aristotelis de interpretatione commentarius,6,5,Greek,391,,
ammonius hermiae,in porphyrii isagogen sive v voces,ammonius hermiae:in porphyrii isagogen sive v voces,6,5,Greek,392,,
amometus,fragments,amometus:fragments,-4,-5,Greek,396,,
amphilochius,de recens baptizatis (orat. 7),amphilochius:de recens baptizatis (orat. 7),4,4,Greek,399,,
amphilochius,iambi ad seleucum,amphilochius:iambi ad seleucum,4,4,Greek,400,,
amphilochius,in occursum domini (orat. 2),amphilochius:in occursum domini (orat. 2),4,4,Greek,407,,
amphilochius,life of saint basil,amphilochius:life of saint basil,4,4,Latin,409,,
amphis,fragments,amphis:fragments,-4,-4,Greek,411,,
amram gaon,seder r. amram gaon,amram gaon:seder r. amram gaon,9,9,Hebrew,412,,
amyntas,fragments,amyntas:fragments,-3,-4,Greek,414,,
anacharsis,letters,anacharsis:letters,-6,-6,Greek,415,,
anacreon,fragments,anacreon:fragments,-5,-6,Greek,416,,
anacreon,fragments,anacreon:fragments,-5,-6,Greek,417,,
anacreontea,anacreontea,anacreontea:anacreontea,6,1,Greek,418,,
ananius,fragments,ananius:fragments,-6,-6,Greek,419,,
anastasius,letters,anastasius:letters,5,4,Greek,422,,
anatolius,on the numbers up to ten,anatolius:on the numbers up to ten,3,3,Greek,423,,
anaxagoras,fragments,anaxagoras:fragments,-5,-5,Greek,424,,
anaxandrides,fragments,anaxandrides:fragments,-4,-4,Greek,428,,
anaxandrides,fragments,anaxandrides:fragments,-4,-4,Greek,429,,
anaxilas,-4,anaxilas:-4,-4,-4,Greek,433,,
anaximander,fragments,anaximander:fragments,-6,-7,Greek,434,,
anaximander iunior,fragments,anaximander iunior:fragments,-4,-4,Greek,436,,
anaximenes of lampsacus,rhetoric to alexander,anaximenes of lampsacus:rhetoric to alexander,-4,-4,Greek,438,,
anaximenes of miletus,fragments,anaximenes of miletus:fragments,-6,-6,Greek,439,,
andocides,on the mysteries,andocides:on the mysteries,-4,-5,Greek,442,,
andocides,on the peace with sparta,andocides:on the peace with sparta,-4,-5,Greek,443,,
andocides,on his return,andocides:on his return,-4,-5,Greek,444,,
andocides,fragments,andocides:fragments,-4,-5,Greek,445,,
andocides,against alcibiades,andocides:against alcibiades,-4,-5,Greek,446,,
andriscus,fragments,andriscus:fragments,-4,-5,Greek,449,,
andronicus of rhodes,on emotions,andronicus of rhodes:on emotions,-1,-1,Greek,460,,
androtion,fragments,androtion:fragments,-5,-5,Greek,462,,
anon.,apostolic church order,anon.:apostolic church order,,,,466,,
anon.,bundahishn,anon.:bundahishn,7,5,Persian,467,,
anon.,1 enoch,anon.:1 enoch,-2,-3,,472,,
anon.,2 baruch,anon.:2 baruch,2,1,Syriac,473,,
anon.,2 enoch,anon.:2 enoch,,,,474,,
anon.,3 baruch,anon.:3 baruch,,,,475,,
anon.,3 corinthians,anon.:3 corinthians,,,,476,,
anon.,3 enoch,anon.:3 enoch,,,,477,,
anon.,4 ezra,anon.:4 ezra,,,,479,,
anon.,5 maccabees (arabic),anon.:5 maccabees (arabic),,,,481,,
anon.,6 ezra,anon.:6 ezra,,,,482,,
anon.,avot derabbi nathan a,anon.:avot derabbi nathan a,8,6,Hebrew,484,,
anon.,avot derabbi nathan b,anon.:avot derabbi nathan b,8,6,Hebrew,485,,
anon.,the acts of john,anon.:the acts of john,3,2,Greek,487,,
anon.,the acts of justin and seven companions (review a),anon.:the acts of justin and seven companions (review a),,,Greek,488,,
anon.,the acts of thecla,anon.:the acts of thecla,4,3,Greek,491,,
anon.,the acts of paul and thecla,anon.:the acts of paul and thecla,4,3,Greek,492,,
anon.,the acts of the scillitan martyrs or the passion of speratus and companions,anon.:the acts of the scillitan martyrs or the passion of speratus and companions,,,Greek,494,,
anon.,the acts of xanthippe and polyxena (under the author onesimus),anon.:the acts of xanthippe and polyxena (under the author onesimus),,,Greek,495,,
anon.,acts of thomas,anon.:acts of thomas,3,2,Syriac,496,,
anon.,appendix vergiliana. aetna,anon.:appendix vergiliana. aetna,1,1,Latin,501,,
anon.,anonymi commentarius in platonis theaetetum,anon.:anonymi commentarius in platonis theaetetum,,,Greek,502,,
anon.,anthologia latina,anon.:anthologia latina,,,Latin,512,,
anon.,antidotarium bruxellense,anon.:antidotarium bruxellense,,,Latin,513,,
anon.,apocalypse of abraham,anon.:apocalypse of abraham,,,,514,,
anon.,sefer raziel,anon.:sefer raziel,,,,515,,
anon.,apocalypse of daniel,anon.:apocalypse of daniel,,,,516,,
anon.,apocalypse of moses,anon.:apocalypse of moses,,,,517,,
anon.,the apocalypse of ezra,anon.:the apocalypse of ezra,,,Greek,518,,
anon.,the apocalypse of john,anon.:the apocalypse of john,,,Greek,519,,
anon.,assumption of moses,anon.:assumption of moses,,,,542,,
anon.,abot de rabbi nathan,anon.:abot de rabbi nathan,9,7,,543,,
anon.,baebi italici ilias,anon.:baebi italici ilias,,,Latin,544,,
anon.,epistle of barnabas,anon.:epistle of barnabas,2,1,Greek,545,,
anon.,carmen de mensibus,anon.:carmen de mensibus,,,Latin,547,,
anon.,appendix vergiliana. catalepton.,anon.:appendix vergiliana. catalepton.,,,Latin,552,,
anon.,appendix vergiliana. ciris,anon.:appendix vergiliana. ciris,,,Latin,554,,
anon.,codex canonum ecclesiae universae. concilii ancyrani,anon.:codex canonum ecclesiae universae. concilii ancyrani,,,Latin,555,,
anon.,cologne mani codex,anon.:cologne mani codex,,,,565,,
anon.,appendix vergiliana. copa,anon.:appendix vergiliana. copa,,,Latin,570,,
anon.,appendix vergiliana. culex,anon.:appendix vergiliana. culex,,,Latin,571,,
anon.,cypria (fragmenta),anon.:cypria (fragmenta),,,Greek,572,,
anon.,"de incredibilibus (anonymus, peri apistãƒæ’ã†â€™ãƒâ€ ã‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚â´n)","anon.:de incredibilibus (anonymus, peri apistãƒæ’ã†â€™ãƒâ€ ã‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚‚â´n)",,,Greek,577,,
anon.,deuteronomy rabbah,anon.:deuteronomy rabbah,5,2,Hebrew,587,,
anon.,didascalia apostolorum,anon.:didascalia apostolorum,4,2,Syriac,588,,
anon.,appendix vergilana. dirae.,anon.:appendix vergilana. dirae.,,,Latin,589,,
anon.,qohelet rabba,anon.:qohelet rabba,5,2,Hebrew,590,,
anon.,appendix vergiliana. elegia in maecenatem,anon.:appendix vergiliana. elegia in maecenatem,,,Latin,593,,
anon.,epica adespota,anon.:epica adespota,,,Greek,595,,
anon.,epigrams,anon.:epigrams,,,Latin,597,,
anon.,epigrams,anon.:epigrams,,,Latin,598,,
anon.,marytrdom of polycarp,anon.:marytrdom of polycarp,2,2,Greek,600,,
anon.,letters,anon.:letters,,,Latin,601,,
anon.,esther rabbah,anon.:esther rabbah,,,Hebrew,602,,
anon.,excerpta lugdunensia,anon.:excerpta lugdunensia,,,Greek,603,,
anon.,exodus rabbah,anon.:exodus rabbah,9,4,,605,,
anon.,fragments,anon.:fragments,-4,-5,Greek,606,,
anon.,fragments,anon.:fragments,1,1,Greek,607,,
anon.,fragments,anon.:fragments,,,Greek,608,,
anon.,fragments,anon.:fragments,,,Greek,609,,
anon.,fragments,anon.:fragments,,,Greek,610,,
anon.,fragments,anon.:fragments,,,Greek,611,,
anon.,fragments,anon.:fragments,,,Greek,612,,
anon.,fragments,anon.:fragments,,,Greek,613,,
anon.,fragments,anon.:fragments,,,Greek,614,,
anon.,fragments,anon.:fragments,,,Greek,615,,
anon.,fragments,anon.:fragments,,,Greek,616,,
anon.,fragments,anon.:fragments,,,Greek,617,,
anon.,fragments,anon.:fragments,,,Greek,618,,
anon.,fragments,anon.:fragments,,,Greek,619,,
anon.,fragments,anon.:fragments,-2,-4,Greek,620,,
anon.,fragments,anon.:fragments,-2,-4,Greek,621,,
anon.,fragments,anon.:fragments,,,Greek,622,,
anon.,fragments,anon.:fragments,,,Greek,623,,
anon.,genesis rabba,anon.:genesis rabba,5,2,Hebrew,624,,
anon.,glossaria,anon.:glossaria,,,Greek,627,,
anon.,hippiatrica cantabrigiensia,anon.:hippiatrica cantabrigiensia,,,Greek,630,,
anon.,hippiatrica parisina,anon.:hippiatrica parisina,,,Greek,631,,
anon.,ilias parva (fragmenta),anon.:ilias parva (fragmenta),,,Greek,635,,
anon.,in aristotelis artem rhetoricam commentarium,anon.:in aristotelis artem rhetoricam commentarium,,,Greek,637,,
anon.,jubilees,anon.:jubilees,-2,-2,,644,,
anon.,lamentations rabbah,anon.:lamentations rabbah,5,2,,645,,
anon.,leges publicae,anon.:leges publicae,,,Latin,646,,
anon.,leviticus rabba,anon.:leviticus rabba,5,2,Hebrew,647,,
anon.,lexicon artis grammaticae (e cod. coislin. 345),anon.:lexicon artis grammaticae (e cod. coislin. 345),,,Greek,648,,
anon.,the lost tribes,anon.:the lost tribes,,,,653,,
septuagint,1 chronicles,septuagint:1 chronicles,-2,-10,Greek,654,,
septuagint,1 esdras,septuagint:1 esdras,-2,-10,Greek,655,,
septuagint,1 kings,septuagint:1 kings,-2,-10,Greek,656,,
septuagint,1 maccabees,septuagint:1 maccabees,-2,-2,Greek,657,,
septuagint,2 chronicles,septuagint:2 chronicles,-2,-10,Greek,658,,
septuagint,2 esdras,septuagint:2 esdras,-2,-10,Greek,659,,
septuagint,2 kings,septuagint:2 kings,-2,-10,Greek,660,,
septuagint,2 maccabees,septuagint:2 maccabees,-2,-2,Greek,661,,
septuagint,3 kings,septuagint:3 kings,-2,-10,Greek,662,,
septuagint,4 kings,septuagint:4 kings,-2,-10,Greek,663,,
septuagint,amos,septuagint:amos,-2,-10,Greek,664,,
septuagint,baruch,septuagint:baruch,-2,-10,Greek,665,,
septuagint,bel,septuagint:bel,-2,-10,Greek,666,,
septuagint,bel,septuagint:bel,-2,-10,Greek,667,,
septuagint,canticles,septuagint:canticles,-2,-10,Greek,668,,
septuagint,daniel,septuagint:daniel,-2,-10,Greek,669,,
septuagint,daniel (theodotionis versio),septuagint:daniel (theodotionis versio),-2,-10,Greek,670,,
septuagint,deuteronomy,septuagint:deuteronomy,-2,-10,Greek,671,,
septuagint,ecclesiastes,septuagint:ecclesiastes,-2,-10,Greek,672,,
septuagint,ecclesiasticus (siracides),septuagint:ecclesiasticus (siracides),-2,-2,Greek,673,,
septuagint,epistle of jeremiah \ epistula jeremiae,septuagint:epistle of jeremiah \ epistula jeremiae,-2,-6,Greek,674,,
septuagint,esther,septuagint:esther,-2,-3,Greek,675,,
septuagint,exodus,septuagint:exodus,-2,-10,Greek,676,,
septuagint,ezekiel,septuagint:ezekiel,-2,-10,Greek,677,,
septuagint,genesis,septuagint:genesis,-2,-10,Greek,678,,
septuagint,habakkuk,septuagint:habakkuk,-2,-10,Greek,679,,
septuagint,haggai,septuagint:haggai,-2,-10,Greek,680,,
septuagint,hosea,septuagint:hosea,-2,-10,Greek,681,,
septuagint,isaiah,septuagint:isaiah,-6,-8,Greek,682,,
septuagint,jeremiah,septuagint:jeremiah,-6,-8,Greek,683,,
septuagint,job,septuagint:job,-2,-10,Greek,684,,
septuagint,joel,septuagint:joel,-2,-10,Greek,685,,
septuagint,jonah,septuagint:jonah,-2,-10,Greek,686,,
septuagint,joshua,septuagint:joshua,-2,-10,Greek,687,,
septuagint,joshua,septuagint:joshua,-2,-10,Greek,688,,
septuagint,judges,septuagint:judges,-2,-10,Greek,689,,
septuagint,judges,septuagint:judges,-2,-10,Greek,690,,
septuagint,judith,septuagint:judith,0,-2,Greek,691,,
septuagint,lamentations,septuagint:lamentations,-2,-10,Greek,692,,
septuagint,leviticus,septuagint:leviticus,-2,-10,Greek,693,,
septuagint,malachi,septuagint:malachi,-2,-10,Greek,694,,
septuagint,micah,septuagint:micah,-2,-10,Greek,695,,
septuagint,nahum,septuagint:nahum,-2,-10,Greek,696,,
septuagint,nehemiah,septuagint:nehemiah,-2,-10,Greek,697,,
septuagint,numbers,septuagint:numbers,-2,-10,Greek,698,,
septuagint,proverbs,septuagint:proverbs,-2,-10,Greek,700,,
septuagint,psalms,septuagint:psalms,-2,-10,Greek,701,,
septuagint,ruth,septuagint:ruth,-2,-10,Greek,702,,
septuagint,susanna,septuagint:susanna,-2,-10,Greek,703,,
septuagint,tobit,septuagint:tobit,-2,-10,Greek,705,,
septuagint,tobit,septuagint:tobit,-2,-4,Greek,706,,
septuagint,wisdom of solomon,septuagint:wisdom of solomon,-1,-2,Greek,707,,
septuagint,zechariah,septuagint:zechariah,-5,-6,Greek,708,,
septuagint,zephaniah,septuagint:zephaniah,-2,-10,Greek,709,,
anon.,mantissa proverbiorum,anon.:mantissa proverbiorum,,,Greek,711,,
anon.,the martyrdom of paul,anon.:the martyrdom of paul,,,Greek,712,,
anon.,the martyrdom of peter,anon.:the martyrdom of peter,,,Greek,713,,
anon.,mekhilta derabbi yishmael,anon.:mekhilta derabbi yishmael,4,2,Hebrew,714,,
anon.,mekhilta derabbi shimeon ben yohai,anon.:mekhilta derabbi shimeon ben yohai,4,2,Hebrew,715,,
anon.,nostoi (fragmenta),anon.:nostoi (fragmenta),,,Greek,716,,
anon.,oratio,anon.:oratio,,,Latin,720,,
anon.,origo constantini imperatoris (= excerpta valesiana pars prior),anon.:origo constantini imperatoris (= excerpta valesiana pars prior),4,4,Latin,721,,
anon.,4 baruch,anon.:4 baruch,,,,722,,
anon.,pesiqta de rav kahana,anon.:pesiqta de rav kahana,4,2,Hebrew,727,,
anon.,pesiqta de-rabbi eliezer,anon.:pesiqta de-rabbi eliezer,,,Hebrew,728,,
anon.,pesikta rabbati,anon.:pesikta rabbati,4,2,Hebrew,729,,
anon.,pirqei de rabbi eliezer,anon.:pirqei de rabbi eliezer,9,4,,730,,
anon.,prayer of manasses,anon.:prayer of manasses,,,Greek,732,,
anon.,appendix vergiliana,anon.:appendix vergiliana,,,Latin,733,,
anon.,scholia in aeschyli persas,anon.:scholia in aeschyli persas,,,Greek,740,,
anon.,scholia in homeri iliadem,anon.:scholia in homeri iliadem,,,Greek,741,,
anon.,scholia in homeri odysseam,anon.:scholia in homeri odysseam,,,Greek,742,,
anon.,scholia in theocritum,anon.:scholia in theocritum,,,Greek,743,,
anon.,seder eliyahu rabbah,anon.:seder eliyahu rabbah,,,Hebrew,744,,
anon.,sifra,anon.:sifra,4,2,,745,,
