author1,title1,joined,centend,centstart,language,number,author0,title0
jerome,homily on psalms,,,,,69784,,
bede,pl,,,,,69786,,
dead sea scrolls,11q10,,,,,69788,,
anon.,life of adam and eve (armenian),,,,,69789,,
chromatius of aquileia,sermons,,,,,69790,,
eusebius of caesarea,pg,,,,,69791,,
gregory of nyssa,patrologia graeca,,,,,69792,,
gregory of nyssa,patrologia latina,,,,,69793,,
ancient near eastern texts,babylonian theodicy,,,,,69794,,
anon.,enki and ninhursag myth,,,,,69795,,
anon.,life of adam and eve (georgian),,,,,69796,,
dead sea scrolls,4q385,,,,,69798,,
aethiopis,fr.,,,,,69799,,
tzetzes,posthomerica,,,,,69801,,
quintilian,moralia,,,,,69804,,
epigraphy,lansford,,,,,69808,,
new testament,1 clement,,,,,69809,,
pseudo-ignatius,epistles,,,,,69811,,
anon.,sacramentarium veronense,,,,,69812,,
anon.,liber mozarabicus sacramentorum,,,,,69813,,
ambrose,ad auxentiam,,,,,69818,,
anon.,quod semper,,,,,69820,,
gregorius i,sermones,,,,,69822,,
prudentius,contra symmachum praefatio,,,,,69823,,
anon.,novella valentini,,,,,69824,,
felix iii,epistles,,,,,69826,,
leo i,epigrams,,,,,69827,,
anon.,tituli ex corpore ulpiani,,,,,69828,,
festus,breviarium,,,,,69834,,
augustine,cum pagani ingrederentur,,,,,69837,,
anon.,missale gothicum,,,,,69840,,
origen,de uiris illustribus,,,,,69843,,
anon.,martyrium petri and pauli,,,,,69844,,
anon.,passio sanctorum apostolorum petri et pauli,,,,,69845,,
ezkiel,exagoge,,,,,69847,,
dead sea scrolls,'3q6,,,,,69848,,
dead sea scrolls,4q334,,,,,69849,,
dead sea scrolls,4q433,,,,,69850,,
dead sea scrolls,4q433a,,,,,69851,,
dead sea scrolls,4q382,,,,,69854,,
dead sea scrolls,4q513,,,,,69855,,
dead sea scrolls,4q401,,,,,69856,,
dead sea scrolls,4q434-439,,,,,69858,,
dead sea scrolls,4q534,,,,,69859,,
dead sea scrolls,4q561,,,,,69860,,
dead sea scrolls,4q284,,,,,69862,,
dead sea scrolls,4q164,,,,,69866,,
dead sea scrolls,4q436,,,,,69869,,
dead sea scrolls,11q17,,,,,69870,,
dead sea scrolls,1q29,,,,,69871,,
dead sea scrolls,4q376,,,,,69873,,
dead sea scrolls,4q374,,,,,69875,,
dead sea scrolls,4q377,,,,,69876,,
dead sea scrolls,4q275,,,,,69877,,
dead sea scrolls,4q320,,,,,69878,,
dead sea scrolls,4q321,,,,,69879,,
dead sea scrolls,4q179,,,,,69880,,
dead sea scrolls,4q398,,,,,69882,,
anon.,"fragments targum, paris 110",,,,,69884,,
anon.,"fragments targum, vatican 440",,,,,69885,,
anon.,orphica,,,,,69886,,
numenius,frag.,,,,,69889,,
dead sea scrolls,1q14,,,,,69890,,
diodorus siculus,apud diodorus siculus bibliotheca historica,,,,,69893,,
aristotle,apud diogenes laertius vitae philosopharum,,,,,69894,,
discourses,discourses,,,,,69895,,
dead sea scrolls,4q365,,,,,69898,,
dead sea scrolls,4q366,,,,,69899,,
dead sea scrolls,4q547,,,,,69900,,
dead sea scrolls,4q375,,,,,69901,,
dead sea scrolls,4q162,,,,,69902,,
dead sea scrolls,11q18,,,,,69904,,
dead sea scrolls,'2q25,,,,,69905,,
dead sea scrolls,4q127,,,,,69906,,
dead sea scrolls,4q249,,,,,69910,,
dead sea scrolls,4q368,,,,,69911,,
dead sea scrolls,4q408,,,,,69912,,
dead sea scrolls,4q524,,,,,69913,,
dead sea scrolls,11q20,,,,,69914,,
dead sea scrolls,11q21,,,,,69915,,
anon.,lamentations rabbati,,,,,69918,,
anon.,midrash leqah tov,,,,,69919,,
anon.,tanh. haazinu,,,,,69920,,
paterius,exod,,,,,69923,,
isaeus,fragments,,,,,69935,,
choricius,laudatio aratii et stephani,,,,,69938,,
epigraphy,i. delphinion,,,,,69941,,
ostraka,o.cair. gpw,,,,,69944,,
epigraphy,edictum de pretiis,,,,,69947,,
epigraphy,tpsulp,,,,,69948,,
festus,rerum gestarum populi romani,,,,,69950,,
anon.,martyrium sancti arethae,,,,,69953,,
onesicritus,fgrh 134,,,,,69954,,
epigraphy,cisem,,,,,69955,,
epigraphy,littmann and meredith 1953,,,,,69956,,
epigraphy,littmann and meredith 1954,,,,,69957,,
epigraphy,i. pan,,,,,69958,,
petrus diaconus,liber de locis sanctis,,,,,69959,,
ostraka,o.eleph. daik,,,,,69960,,
epigraphy,"pilhofer, p., philippi vol. 2 (2nd ed. tübingen 2009)",,,,,69961,,
epigraphy,i. alex,,,,,69962,,
epigraphy,i. delta,,,,,69963,,
papyri,"s. p. vleeming, some coins of artaxerxes and other short texts in the demotic script found on various objects and gathered from many publications (leuven 2001)",,,,,69967,,
papyri,"e. van t dack et al., the judaean-syrian-egyptian conflict of 103-101 b.c. (brussels 1989)",,,,,69968,,
papyri,p. carlsb.inv.,,,,,69969,,
papyri,p. hamb. dem.,,,,,69970,,
papyri,p. mil. vogl. dem.,,,,,69971,,
papyri,p. stan. green. dem.,,,,,69972,,
dead sea scrolls,ii-,,,,,69973,,
dead sea scrolls,4qda,,,,,69974,,
dead sea scrolls,4qdc,,,,,69975,,
dead sea scrolls,4qd,,,,,69976,,
bava batra,bava batra,,,,,69977,,
epigraphy,i. th. sy.,,,,,69980,,
epigraphy,epigraphica anatolica,,,,,69981,,
epigraphy,inscriptiones daciae romanae,,,,,69982,,
epigraphy,i. philippi,,,,,69984,,
epigraphy,i. louvre,,,,,69985,,
epigraphy,xiv,,,,,69988,,
epigraphy,i. fayum,,,,,69989,,
epigraphy,"lüderitz, g., corpus jüdischer zeugnisse aus der cyrenaika (wiesbaden 1983)",,,,,69990,,
papyri,w. chr.,,,,,69991,,
bava batra,bekhorot,,,,,69995,,
bava batra,sanhedrin,,,,,69997,,
epigraphy,iscm,,,,,69999,,
epigraphy,"páz de hoz, m., die lydischen kulte im lichte der griechischen inschriften (bo99)",,,,,70000,,
epigraphy,xii suppl.,,,,,70002,,
epigraphy,i. alex. imp.,,,,,70003,,
epigraphy,"c. welles, royal correspondence in the hellenistic period (new haven 1934)",,,,,70007,,
epigraphy,i. stobi,,,,,70011,,
papyri,"de lange, n., greek jewish texts from the cairo genizah (tübingen 1996)",,,,,70013,,
epigraphy,ciip,,,,,70016,,
epigraphy,israel exploration journal,,,,,70017,,
papyri,p. berlin dem. inv.,,,,,70018,,
papyri,p. bagnall,,,,,70021,,
papyri,p. ox. griff.,,,,,70022,,
epigraphy,"ritti, t., per la storia sociale ed economica di hierapolis di frigia (rome 2016)",,,,,70024,,
epigraphy,"kai = kanaanäische und aramäische inschriften (ed. h. donner and w. röllig, wiesbaden 1962)",,,,,70026,,
dead sea scrolls,4qpnah,,,,,70027,,
ps.-quodvultdeus of carthage,de accedentibus ad gratiam 1,,,,,70032,,
ps.-quodvultdeus of carthage,de accedentibus ad gratiam 2,,,,,70033,,
quodvultdeus,de symbolo 1,,,,,70035,,
quodvultdeus,de symbolo 2,,,,,70036,,
quodvultdeus,de symbolo 3,,,,,70037,,
john the deacon,epistula ad senarium,,,,,70039,,
narsai of edessa,homilies,,,,,70040,,
minucius felix,de miraculis sancti stephani (bhl 7860-7861),,,,,70044,,
anon.,statuta ecclesiae antiqua,,,,,70045,,
optatus of milevis,contra donatistas,,,,,70047,,
rufinus of aquileia,sacramentarium gelasianum,,,,,70053,,
innocentius i,epistula,,,,,70054,,
anon.,ordo romanus xi,,,,,70059,,
anon.,concilia africae a. 325-a. 525,,,,,70060,,
cresconius africanus,concordia canonum,,,,,70061,,
pseudo-gennadius of marseille,libri ecclesiasticorum dogmatum,,,,,70062,,
anon.,praeteritorum sedis apostolicae episcoporum auctoritates de gratia dei,,,,,70063,,
fulgentius of ruspe,psalmus abecedarius,,,,,70064,,
pseudo-victor of vita,passio septem monachorum,,,,,70068,,
possidius of calama,indiculus operum s. augustini,,,,,70069,,
pseudo-augustine,xxiii,,,,,70072,,
ferrandus of carthage,vita s. fulgentii,,,,,70073,,
fulgentius of ruspe,epistulae,,,,,70075,,
rufinus of aquileia,sententiae episcoporum numero lxxxvii de haereticis baptizandis,,,,,70076,,
gelasius i,epistulae,,,,,70078,,
john chrysostom,de spectaculis,,,,,70080,,
arnobius the younger,praedestinatus,,,,,70081,,
bede,in primam partem samuhelis,,,,,70083,,
bede,in ezram et neemiam,,,,,70086,,
anon.,collatio carthaginensis a,,,,,70087,,
ildephonsus of toledo,de cognitione baptismi,,,,,70088,,
rufinus of aquileia,origenis in exodum homiliae,,,,,70089,,
hormisdas,epistulae,,,,,70090,,
victor of vita,ep.,,,,,70095,,
quodvultdeus of carthage,liber promissionum et praedictorum dei,,,,,70096,,
minucius felix,missale bobiensis,,,,,70098,,
anon.,passio susannae,,,,,70099,,
chromatius of aquileia,sermones,,,,,70103,,
anon.,passio sebastiani,,,,,70105,,
zosimus,ep.,,,,,70107,,
anon.,concilium agathense a.,,,,,70109,,
eugippius of lucullanum,excerpta ex operibus sancti augustini,,,,,70111,,
callimachus,"aetia i, fr.",,,,,70114,,
cicero,cil,,,,,70115,,
propertius,idylls,,,,,70116,,
diodorus,bib.,,,,,70117,,
seneca the younger,suasor.,,,,,70118,,
epigraphy,ccag,,,,,70121,,
hist. aug.,geta,,,,,70125,,
epigraphy,ch,,,,,70126,,
dead sea scrolls,syriac book of the laws,,,,,70127,,
ulpianus,mos. coll.,,,,,70128,,
ammianus,anp.,,,,,70130,,
ancient near eastern sources,mul.apin,,,,,70132,,
valens,anth.,,,,,70136,,
pappus,coll.,,,,,70137,,
aristotle,meta.,,,,,70147,,
leo,intro. ast.,,,,,70148,,
firmicus,praef.,,,,,70150,,
dead sea scrolls,4q208-211,,,,,70159,,
ancient near eastern sources,enūma anu enlil,,,,,70160,,
mart. cap.,de nupt.,,,,,70163,,
dorotheus,carm.,,,,,70164,,
zosimus,de comp.,,,,,70167,,
dead sea scrolls,4q208-209,,,,,70168,,
dead sea scrolls,4q318,,,,,70169,,
anon.,liber hermetis,,,,,70172,,
manetho,apo.,,,,,70173,,
paulus alex.,intro.,,,,,70175,,
dead sea scrolls,4q211,,,,,70176,,
ancient near eastern sources,iqqur īpuš,,,,,70178,,
anon.,aspar maluašia,,,,,70179,,
anon.,book of the temple,,,,,70180,,
pappus,phib.,,,,,70182,,
dead sea scrolls,4q320,,,,,70183,,
dead sea scrolls,4q322-324,,,,,70184,,
dead sea scrolls,4q324a,,,,,70185,,
dead sea scrolls,4q324c,,,,,70186,,
dead sea scrolls,4q328-329,,,,,70187,,
dead sea scrolls,4q329,,,,,70188,,
anon.,drower 1943,,,,,70189,,
anon.,ginza iamina,,,,,70190,,
anon.,tebtunis-onom.,,,,,70191,,
dead sea scrolls,'3q319-330,,,,,70192,,
dead sea scrolls,'3q337,,,,,70193,,
dead sea scrolls,3q394,,,,,70194,,
dead sea scrolls,4q394,,,,,70196,,
dead sea scrolls,4q561,,,,,70198,,
dead sea scrolls,syr. book of med.,,,,,70200,,
anon.,drower 1959,,,,,70201,,
dead sea scrolls,4q317,,,,,70202,,
dead sea scrolls,4q321,,,,,70203,,
isocrates,pan.,,,,,70204,,
ps.-plutarch,vit. x. orat.,,,,,70207,,
epigraphy,i.troas,,,,,70208,,
epigraphy,am,,,,,70209,,
epigraphy,inventaire des inscriptions hatréennes h,,,,,70210,,
numismatic,bmc mysia,,,,,70211,,
numismatic,bnf paris,,,,,70212,,
epigraphy,i. aph 2007,,,,,70214,,
epigraphy,i. manisa,,,,,70215,,
epigraphy,i.tralleis und nysa,,,,,70216,,
epigraphy,fdxanthos,,,,,70218,,
epigraphy,pat,,,,,70224,,
epigraphy,i. magnesia am sipylos,,,,,70226,,
aristotle,eth.,,,,,70231,,
epigraphy,cumont 1926,,,,,70232,,
epigraphy,dura prel. rep.,,,,,70233,,
epigraphy,drijvers & healey 1999,,,,,70234,,
phoc.,rom.,,,,,70238,,
atreus,fr.,,,,,70240,,
timocles,dionysiazousai,,,,,70243,,
homeric hymns,homeric hymn to dionysus,,,,,70244,,
[cicero],ad herennium,,,,,70245,,
quintillian,de oratore,,,,,70246,,
apologia,metamorphoses,,,,,70261,,
anon.,declamationes maiores,,,,,70263,,
simonides of amorgos,types of women,,,,,70266,,
various,adespota comica,,,,,70269,,
menander,"mnesimachus, fr.",,,,,70274,,
aristobulus,fgrh  139,,,,,70275,,
dio chrysostom,on concord in nicaea upon cessation of civil strife,,,,,70278,,
dio chrysostom,second tarsic oration,,,,,70279,,
dio chrysostom,on concord with the apameians,,,,,70280,,
chaereas and callirhoe,chaereas and callirhoe,,,,,70282,,
philo of byzantium,belopoeica,,,,,70283,,
dio chrysostom,on concord with the people of nicaea,,,,,70291,,
dio chrysostom,first tarsic oration,,,,,70292,,
dio chrysostom,to the apameians,,,,,70293,,
dio chrysostom,alexandrian oration,,,,,70294,,
[vergil],copa,,,,,70295,,
cratinus,dionysalexandros,,,,,70297,,
cil,cil,,,,,70300,,
origen,fr.jer. (in catenis),,,,,70308,,
plato,anthologia palatina,,,,,70315,,
asclepiades,poet.,,,,,70316,,
gallus,fr.,,,,,70319,,
meleager,anthologia palatina,,,,,70321,,
philodemus,on vices,,,,,70322,,
aristotle rhetoric,aristotle rhetoric,,,,,70336,,
rufus,de medica,,,,,70338,,
hippocrates,de natura pueri,,,,,70340,,
arenarius,arenarius,,,,,70341,,
theon of alexandria,opticorum recensio,,,,,70343,,
hippocrates,de mulierum morbis 1,,,,,70347,,
hippocratic corpus,de mulierum morbis 2,,,,,70348,,
hippocrates,de morbis 1,,,,,70352,,
xenophanes,frr.,,,,,70355,,
eudemus,sophist,,,,,70356,,
rufus of ephesus,5. cmg suppl . 4.34.13-4,,,,,70359,,
hippocrates,"case-histories, 2nd series, 2.112.11f.",,,,,70362,,
pappus,collectio,,,,,70366,,
pappus,in ptolemaei syntaxim,,,,,70367,,
hippocratic corpus,de victus ratione in morbis acutis,,,,,70368,,
hippocrates,5.7. l 5.208.9,,,,,70369,,
archimedes,book of the balance of wisdom,,,,,70370,,
hippocrates,de morbis 2,,,,,70378,,
hippocrates,prorrheticum 2,,,,,70379,,
lex,jusjurandum,,,,,70380,,
diocles,on burning mirrors,,,,,70382,,
anon.,anonymus londinensis,,,,,70384,,
hippocrates,de morbis 3,,,,,70386,,
hippocratic corpus,de mulierum morbis 1,,,,,70389,,
theophrastus de lapidibus,theophrastus de lapidibus,,,,,70392,,
hippocrates,4.7. l 5.146.13-4,,,,,70393,,
hippocratic corpus,de victus ratione in morbis acutis spuria,,,,,70395,,
rufus of ephesus,1. cmg 3.1.90.9,,,,,70396,,
tosefta,ʿuq.,,,,,70405,,
eusebius of caesarea,quaestiones ad stephanum,,,,,70406,,
gellius,"chorizontes, fr.",,,,,70407,,
numenius,on the academics dissension from plato,,,,,70411,,
epigraphy,voluntary associations (collegia),,,,,70413,,
papias,fr.,,,,,70415,,
anon.,testamentum domini,,,,,70418,,
mishnah,ʿeruv.,,,,,70421,,
mishnah,ʾohal,,,,,70423,,
eusebius of caesarea,quaestiones ad marinun,,,,,70424,,
johannes stobaeus,eclogues,,,,,70436,,
porphyry,qh,,,,,70440,,
galen,opt. doct.,,,,,70441,,
galen,on phlebotomy,,,,,70443,,
porphyry,comment on homer,,,,,70444,,
homer,poet.,,,,,70446,,
dead sea scrolls,11q14,,,,,70455,,
dead sea scrolls,1qsa-1qsb,,,,,70456,,
horatius,odes,,,,,70460,,
vergiliana,vita donati,,,,,70462,,
suetonius,vita horatii,,,,,70465,,
pacuvius,tristia,,,,,70466,,
sappho,institutio oratoria,,,,,70480,,
cicero,[rhetorica ad herennium],,,,,70481,,
epicurus,sv,,,,,70485,,
heracleides of pontus,apud athenaeus,,,,,70493,,
claudianus,persica,,,,,70494,,
philochorus of athens,fgrh 328,,,,,70496,,
posidippus,histories,,,,,70497,,
sulpicia,poems,,,,,70499,,
seneca the younger,epigrams,,,,,70500,,
appian,excerpta de uirtutibus et uitiis,,,,,70503,,
laevius,protesilaudamia,,,,,70506,,
anacreon,persians,,,,,70509,,
hymn. hom.,hymn. hom.,,,,,70511,,
epic cycle,cypria (fragmenta),,,,,70513,,
hyperides,6.7 jensen,,,,,70515,,
epic cycle,teleg.,,,,,70517,,
epimenides,fgrh 457,,,,,70519,,
istros,fgrh 334,,,,,70521,,
anon.,vatican mythographer 1,,,,,70522,,
menodotos of samos,fgrh 541,,,,,70523,,
anon.,scholia b to homer il.,,,,,70524,,
epic cycle,ilioupersis,,,,,70525,,
epic cycle,il. parv.,,,,,70527,,
ibycus,pmgf,,,,,70529,,
anon.,scholia d to homer il.,,,,,70530,,
hyg.,astr.,,,,,70532,,
anon.,scholia d to homer od.,,,,,70538,,
anon.,hymn to dictaean zeus,,,,,70539,,
apollonius dysc.,apollonius dysc.,,,,,70542,,
antiphanes,poiesis,,,,,70548,,
herodoros,fgrh,,,,,70552,,
pliny the elder,praef.,,,,,70554,,
accius,"philocteta, trag. rom. frag. (ribbeck)",,,,,70557,,
historia augusta,avid. cass.,,,,,70561,,
anon.,ephem.,,,,,70567,,
epigraphy,"die inschriften des asklepieions, ed. c. habicht (1969)",,,,,70569,,
papyri,xenophon ephesius,,,,,70573,,
philo byblius,fgh 3.c.790,,,,,70574,,
plutarch,de soil. anim.,,,,,70575,,
nazarius,pan. lat.,,,,,70580,,
inscriptions grecques,"inscriptions grecques, ed. l. robert (1936)",,,,,70582,,
galen,ii comm. ad hipp. lib. de bum.,,,,,70585,,
numismatics,kadman museum,,,,,70587,,
numismatics,mildenberg (1979),,,,,70588,,
syncellus,georgias (ed. dindorff),,,,,70590,,
papyri,"ptolemaic ""satrap stele""",,,,,70591,,
dionysius periegetes,ggm,,,,,70598,,
pseudo-scylax,ggm,,,,,70599,,
hebrew bible,isaiah (septuagint),,,,,70600,,
damastes,fhg,,,,,70601,,
numismatics,bmc caria,,,,,70607,,
numismatics,bmc cyrenaica,,,,,70608,,
numismatics,svoronos (1904),,,,,70609,,
hebrew bible,exodus (septuagint),,,,,70613,,
numismatics,bmc palestine,,,,,70614,,
numismatics,meshorer and qedar ( '1991),,,,,70616,,
aeschylus,sgt,,,,,70619,,
numismatics,hill (1901),,,,,70620,,
numismatics,hill (1923),,,,,70621,,
numismatics,paton and hicks (1981),,,,,70622,,
papyri,cowley (1923),,,,,70623,,
numismatics,"bmc arabia, mesopotamia, persia",,,,,70624,,
numismatics,newell (1916),,,,,70625,,
numismatics,meshorer (1982),,,,,70626,,
lucian,de or. dial.,,,,,70628,,
anon.,"apollonius rhodius, scholia to, fgrh 3a",,,,,70630,,
epigraphy,pithom stele,,,,,70639,,
musonius,diatr.,,,,,70641,,
de falsa legatione,de falsa legatione,,,,,70643,,
pollux,pericles,,,,,70647,,
theocritus,anth. gr.,,,,,70648,,
christodoros,anth. gr.,,,,,70650,,
anonymus,cert. hom. et hes.,,,,,70651,,
pausanias,phaedrus,,,,,70654,,
phoinikides,frag.,,,,,70656,,
historia augusta,vopisc. tac.,,,,,70658,,
homeric hymns,hymn. hom. ap.,,,,,70659,,
historia augusta,capitol versus,,,,,70660,,
isocrates,dem.,,,,,70664,,
livy,from the founding of the city,,,,,70688,,
democritus,on cheerfulness,,,,,70689,,
arius didymus,ap. stob.,,,,,70689,,
theognis,florilegium,,,,,70692,,
philodemus,de bono rege,,,,,70697,,
isaios,fragmenta,,,,,70700,,
aeschylus,aischines,,,,,70702,,
deinokrates,deinokrates,,,,,70703,,
aristotle,atheniensium respublica,,,,,70707,,
alcaeus,360 pmg,,,,,70708,,
archilochus,13,,,,,70709,,
archilochus,128,,,,,70710,,
aristophanes,nephelai,,,,,70713,,
comica adespota,fr.,,,,,70717,,
philemon,pancratiastes,,,,,70718,,
anon.,comparatio menandri et philistionis,,,,,70719,,
menander,appendix,,,,,70720,,
menander,pap.,,,,,70721,,
menander,pap. xiv,,,,,70722,,
pomponius mela,de situ orbis,,,,,70726,,
dexippus,bnj 100,,,,,70730,,
epigraphy,sgdi,,,,,70732,,
epigraphy,pm,,,,,70735,,
lucian,oneiros,,,,,70736,,
epigraphy,ig x,,,,,70739,,
eubulus,antiope,,,,,70741,,
tragica adespota,fr.,,,,,70742,,
antiphanes,the fuller (121 k-a),,,,,70743,,
menander,naucleros,,,,,70745,,
nonius,fr.,,,,,70746,,
anon.,"sha, elagabalus",,,,,70749,,
epigraphy,i. tomis,,,,,70752,,
epigraphy,ivp,,,,,70753,,
epigraphy,i. kallatis,,,,,70757,,
antiatticista,antiatticista,,,,,70758,,
herodianus grammaticus,fragmenta,,,,,70760,,
philodemus,de electionibus et fugis,,,,,70762,,
epigraphy,cmrm i,,,,,70765,,
seneca the younger,[de spe],,,,,70767,,
epigraphy,i. ancyra,,,,,70770,,
aristophanes,gerytades,,,,,70774,,
phaedrus,appendix,,,,,70775,,
dead sea scrolls,4qshirshabb,,,,,70776,,
dead sea scrolls,'6q18,,,,,70784,,
dead sea scrolls,'8q5,,,,,70785,,
dead sea scrolls,11q11,,,,,70786,,
dead sea scrolls,1qga,,,,,70787,,
corpus hermeticum,disc.,,,,,70790,,
nag hammadi,disc.,,,,,70791,,
homeric hymns,'1 (to dionysos),,,,,70806,,
homeric hymns,'3 (to apollo),,,,,70810,,
pherecydes,ap. schol. τ iliad,,,,,70812,,
tzetzes,schol. aristoph. clouds,,,,,70818,,
skamon,fgrh 476,,,,,70821,,
philodemus,peri eusebeias,,,,,70822,,
anon.,kypria,,,,,70823,,
exodus,questions and answers on exodus,,,,,70824,,
epigraphy,lgs,,,,,70825,,
epigraphy,i. hadrianoi,,,,,70833,,
hebrew bible,numeri,,,,,70838,,
epigraphy,i. adramytteion,,,,,70839,,
epigraphy,lsa,,,,,70841,,
aristotle,fr.88 rose,,,,,70846,,
aristotle,fr.647 rose,,,,,70847,,
themistius,oratio 34 [vi],,,,,70848,,
themistius,oratio 34 [x],,,,,70849,,
themistius,oratio 34 [xxviii],,,,,70850,,
themistius,oratio 34 [xxx],,,,,70851,,
numenius frr.,numenius frr.,,,,,70852,,
procopius of gaza,commentarius in genesim,,,,,70856,,
choricius,dialexeis,,,,,70857,,
gregory of nyssa,in illud,,,,,70859,,
gregory of nyssa,de opificio hominis,,,,,70860,,
dionysius of halycarnassus,doctrina patrum,,,,,70862,,
zacharias of gaza,vita isaiae,,,,,70866,,
gregory of nyssa,commentaria genesim,,,,,70870,,
proclus,de aeternitate mundi,,,,,70874,,
gregory of nyssa,oratioes de beatitudinibus,,,,,70880,,
dio chrysostomus,hist.,,,,,70886,,
themistius,on the metaphysics,,,,,70887,,
themistius,oratio 34 [viii],,,,,70889,,
proclus theologica platonica,proclus theologica platonica,,,,,70892,,
timaeus,scholia in platon ad lysem,,,,,70894,,
anon.,anonymous prolegomena,,,,,70897,,
anon.,anthologia graeca appendix,,,,,70900,,
origen,fr.,,,,,70902,,
origen,de principiis 1 prol. 7,,,,,70904,,
ps-methodius,de symeone et anna,,,,,70906,,
barsanuphius,pg,,,,,70908,,
origen,homilae in ioannis,,,,,70910,,
origen,de principiis 1 prol. 5,,,,,70911,,
anastasius of sinai,sermo ii in constitutionem hominis secundum imaginem dei,,,,,70916,,
protagoras,philebus,,,,,70922,,
aristocles,f.,,,,,70925,,
themistius,epistula,,,,,70926,,
themistius,oratio 34 [i-vi],,,,,70927,,
themistius,oratio 34 [iii-iv],,,,,70928,,
john philoponus,"nikomachou gerasenou pythagorikou arithmetike eisagoge 1a, test. 5",,,,,70933,,
themistius,oratio 34 [v],,,,,70935,,
sextus,de anima,,,,,70937,,
john of gaza,ekphrasis,,,,,70938,,
basil,"asceticon magnum, pg",,,,,70942,,
themistius,oratio 34 [xvi],,,,,70944,,
procopius,oratio,,,,,70946,,
gregory of nyssa,oratio catechetica,,,,,70950,,
gregory of nyssa,apologia in hexaemeron,,,,,70951,,
constantius,demegoria constantii,,,,,70954,,
eusebius,gorgias,,,,,70955,,
origen,in canticum canticorum prol.,,,,,70957,,
rhetores graeci,oratio,,,,,70959,,
constantius,oratio,,,,,70961,,
origen,homilae 5 in psalmos 36 5,,,,,70962,,
themistius,in virtutem,,,,,70963,,
jerome,oratio,,,,,70964,,
hebrew bible,matthew,,,,,70967,,
augustine,reconsiderations,,,,,70971,,
cicero,de contemptu mundi,,,,,70973,,
eutropius,de contemnenda haereditate,,,,,70974,,
evagrius,life of antony,,,,,70975,,
uranius,de obitu paulini,,,,,70976,,
aeschylus,pe.,,,,,70980,,
sophocles,ion,,,,,70981,,
archilochus,pe.,,,,,70982,,
anon.,life of sophocles,,,,,70983,,
euripides,hip.,,,,,70984,,
anon.,schol. vet. hipp. mai.,,,,,70985,,
epigraphy,m.chr.,,,,,70986,,
pseudo-caes.,bell.alex.,,,,,70989,,
papyri,chla,,,,,70992,,
epigraphy,cpl,,,,,70993,,
papyri,w.chr.,,,,,70996,,
papyri,c.ord.ptol.,,,,,70997,,
papyri,wo,,,,,70998,,
ostraka,o.mattha.dem.,,,,,70999,,
papyri,i. ay.,,,,,71001,,
papyri,p.rainer sn,,,,,71003,,
phil.,digest,,,,,71004,,
papyri,i. cairo,,,,,71008,,
papyri,inv.,,,,,71010,,
papyri,c.p.gr.,,,,,71011,,
papyri,bifao,,,,,71014,,
papyri,p.haw.,,,,,71015,,
ostraka,o.bakchias,,,,,71017,,
ostraka,o.fay.,,,,,71018,,
ostraka,o.mey.,,,,,71019,,
papyri,c.ptol.sklav.,,,,,71020,,
papyri,psi corr.,,,,,71022,,
papyri,pug,,,,,71023,,
plutarch,apophthegm.aug.,,,,,71024,,
papyri,p.haun. ii,,,,,71025,,
ostraka,o.zür. wangstedt,,,,,71026,,
papyri,i inv.,,,,,71028,,
papyri,i. delos,,,,,71029,,
ammianus,wo,,,,,71031,,
papyri,p.ben.mus.,,,,,71032,,
papyri,i. koptos,,,,,71033,,
pseudo-caes.,bell.afr.,,,,,71035,,
papyri,p.münch.,,,,,71036,,
ostraka,o.tait,,,,,71039,,
ostraka,o.cair.gpw,,,,,71041,,
ostraka,o.suec.,,,,,71042,,
papyri,p.magd.,,,,,71044,,
papyri,p.würzb.,,,,,71045,,
papyri,p.bakchias,,,,,71046,,
papyri,p.bodl.,,,,,71047,,
papyri,p.nicole.,,,,,71050,,
papyri,p. rhind i,,,,,71053,,
papyri,apologia,,,,,71055,,
ancient near eastern texts,urk.,,,,,71057,,
papyri,p. spiegelberg,,,,,71058,,
anon.,"hymn to amun, el hibe",,,,,71059,,
papyri,p. anastasi,,,,,71060,,
papyri,p. westcar,,,,,71061,,
anon.,"decree concerning abaton, philae",,,,,71063,,
papyri,p. greenfield,,,,,71065,,
papyri,p.bm.,,,,,71066,,
ancient near eastern texts,edfu,,,,,71067,,
anon.,corpus hermeticum,,,,,71068,,
ancient near eastern texts,admonitions,,,,,71069,,
papyri,p. turin cg,,,,,71071,,
papyri,snake book,,,,,71072,,
ancient near eastern texts,gardening agreement,,,,,71073,,
papyri,setne i,,,,,71074,,
epigraphy,rosetta decree,,,,,71076,,
ancient near eastern texts,esna,,,,,71077,,
ancient near eastern texts,amduat,,,,,71079,,
papyri,p. salt,,,,,71080,,
papyri,ritual of opening the mouth,,,,,71083,,
justinian,latin panegyrics,,,,,71086,,
aetius,syntagmation,,,,,71087,,
plutarch,1.329c- d,,,,,71090,,
ambrose,in psalm 61,,,,,71094,,
palladius,de incarnatione,,,,,71095,,
anthony,sayings,,,,,71100,,
athanasius,tomus ad antiochenos,,,,,71104,,
anon.,shirata,,,,,71109,,
apollinaris,fragments,,,,,71110,,
gregory of nyssa,catechetical oration,,,,,71111,,
polycarp,letter,,,,,71115,,
anon.,passio sancti justini et socii,,,,,71121,,
eunomius of cyzicus,first apology,,,,,71122,,
eunomius of cyzicus,second apology,,,,,71123,,
arius,epistula ad alexandrum alexandrinum,,,,,71126,,
